filename,title,year,manufacturer,rpi2,rpi3,bios,notes
pbobbl4j,Puzzle Bobble 4 ,1997,Taito Corporation,untested,ok,,
pbobbl4u,Puzzle Bobble 4 ,1997,Taito Corporation,untested,has issues,,Sonido malo.
pbobble,Puzzle Bobble ,1994,Taito Corporation,ok,ok,,
pbobble2,Puzzle Bobble 2 ,1995,Taito Corporation Japan,has issues,has issues,,Slowdown and stuttering sound
pbobble3,Puzzle Bobble 3 ,1996,Taito Corporation,untested,has issues,,Slowdown and stuttering sound
pbobble4,Puzzle Bobble 4 ,1997,Taito Corporation,has issues,has issues,,Slowdown and stuttering sound
pbobblen,Puzzle Bobble ,1994,Taito,ok,ok,neogeo,
pbobblna,Puzzle Bobble ,1994,Taito,untested,untested,,
pc_1942,PlayChoice-10: 1942,1987,Capcom,untested,ok,,Ensure you have the playchoice bios in the rom directory (playch10.zip)
pc_bball,PlayChoice-10: Baseball,1984,Nintendo of America,untested,ok,,Ensure you have the playchoice bios in the rom directory (playch10.zip)
pc_bfght,PlayChoice-10: Balloon Fight,1984,Nintendo,untested,ok,,Ensure you have the playchoice bios in the rom directory (playch10.zip)
pc_bstar,PlayChoice-10: Baseball Stars,1989,SNK,untested,doesn't work,,Ensure you have the playchoice bios in the rom directory (playch10.zip)
pc_cntra,PlayChoice-10: Contra,1988,Konami,untested,doesn't work,,Ensure you have the playchoice bios in the rom directory (playch10.zip)
pc_cshwk,PlayChoice-10: Captain Sky Hawk,1989,Rare,untested,ok,,Ensure you have the playchoice bios in the rom directory (playch10.zip)
pc_cvnia,PlayChoice-10: Castlevania,1987,Konami,untested,ok,,Ensure you have the playchoice bios in the rom directory (playch10.zip)
pc_dbldr,PlayChoice-10: Double Dribble,1987,Konami,untested,ok,,Ensure you have the playchoice bios in the rom directory (playch10.zip)
pc_ddrgn,PlayChoice-10: Double Dragon,1988,Technos,untested,doesn't work,,Ensure you have the playchoice bios in the rom directory (playch10.zip)
pc_drmro,PlayChoice-10: Dr. Mario,1990,Nintendo,untested,ok,,)
pc_duckh,PlayChoice-10: Duck Hunt,1984,Nintendo,untested,has issues,,appears to need lightgun pi3
pc_ebike,PlayChoice-10: Excite Bike,1984,Nintendo,untested,ok,,
pc_ftqst,PlayChoice-10: Uncle Fester's Quest - The Addams Family,1989,Sunsoft,untested,ok,,
pc_gntlt,PlayChoice-10: Gauntlet,1985,Atari,untested,doesn't work,,
pc_golf,PlayChoice-10: Golf,1984,Nintendo,untested,ok,,
pc_goons,PlayChoice-10: The Goonies,1986,Konami,untested,ok,,
pc_grdue,PlayChoice-10: Gradius ,1986,Konami,untested,untested,,
pc_grdus,PlayChoice-10: Gradius,1986,Konami,untested,doesn't work,,
pc_hgaly,PlayChoice-10: Hogan's Alley,1984,Nintendo,untested,has issues,,appears to need lightgun pi3
pc_kngfu,PlayChoice-10: Kung Fu,1984,Irem,untested,doesn't work,,
pc_mario,PlayChoice-10: Mario Bros.,1983,Nintendo,untested,ok,,
pc_miket,PlayChoice-10: Mike Tyson's Punchout,1987,Nintendo,untested,ok,,graphic glitch in back drop pi3 needed bios
pc_mman3,PlayChoice-10: Mega Man 3,1990,Capcom USA,untested,ok,,
pc_moglf,PlayChoice-10: Mario's Open Golf,1991,Nintendo,untested,ok,,
pc_mtoid,PlayChoice-10: Metroid,1986,Nintendo,untested,ok,,
pc_ngai2,PlayChoice-10: Ninja Gaiden 2,1990,Tecmo,untested,ok,,
pc_ngai3,PlayChoice-10: Ninja Gaiden 3,1991,Tecmo,untested,ok,,
pc_ngaid,PlayChoice-10: Ninja Gaiden,1989,Tecmo,untested,ok,,
pc_pinbt,PlayChoice-10: PinBot,1988,Rare,doesn't work,ok,, 
pc_pwbld,PlayChoice-10: Power Blade,1991,Taito,untested,ok,,
pc_pwrst,PlayChoice-10: Pro Wrestling,1986,Nintendo,untested,ok,,
pc_radr2,PlayChoice-10: Rad Racer II,1990,Square,untested,ok,,
pc_radrc,PlayChoice-10: Rad Racer,1987,Square,untested,ok,,
pc_rcpam,PlayChoice-10: RC Pro Am,1987,Rare,untested,ok,,Works with Advanced Mame. Must setup controls for game. 
pc_rkats,PlayChoice-10: Rockin' Kats,1991,Atlus,untested,ok,,
pc_rnatk,PlayChoice-10: Rush N' Attack,1987,Konami,untested,ok,,
pc_rrngr,PlayChoice-10: Chip'n Dale - Rescue Rangers,1987,Capcom USA,untested,ok,,
pc_rygar,PlayChoice-10: Rygar,1987,Tecmo,untested,ok,,
pc_sjetm,PlayChoice-10: Solar Jetman,1990,Rare,untested,ok,,
pc_smb,PlayChoice-10: Super Mario Bros.,1985,Nintendo,doesn't work,ok,,Works with Advanced Mame. Must setup controls for game. 
pc_smb2,PlayChoice-10: Super Mario Bros. 2,1988,Nintendo,untested,ok,,Works with Advanced Mame. Must setup controls for game. 
pc_smb3,PlayChoice-10: Super Mario Bros. 3,1988,Nintendo,untested,ok,,Works with Advanced Mame. Must setup controls for game. 
pc_suprc,PlayChoice-10: Super C,1990,Konami,untested,ok,,
pc_tbowl,PlayChoice-10: Tecmo Bowl,1989,Tecmo,untested,ok,,
pc_tenis,PlayChoice-10: Tennis,1983,Nintendo,untested,ok,,
pc_tkfld,PlayChoice-10: Track & Field,1987,Konami,untested,ok,,
pc_tmnt,PlayChoice-10: Teenage Mutant Ninja Turtles,1989,Konami,untested,ok,,
pc_tmnt2,PlayChoice-10: Teenage Mutant Ninja Turtles II,1990,Konami,untested,ok,,
pc_trjan,PlayChoice-10: Trojan,1986,Capcom USA,untested,ok,,
pc_vball,PlayChoice-10: Volley Ball,1986,Nintendo,untested,ok,,
pc_wcup,PlayChoice-10: Nintendo World Cup,1990,Technos,untested,untested,,
pc_wgnmn,PlayChoice-10: Wild Gunman,1984,Nintendo,untested,ok,,
pc_ynoid,PlayChoice-10: Yo! Noid,1990,Capcom USA,untested,ok,,
pcktgal,Pocket Gal ,1987,Data East Corporation,untested,ok,,
pcktgal2,Pocket Gal 2 ,1989,Data East Corporation,untested,ok,,
pcktgalb,Pocket Gal ,1987,bootleg,untested,ok,,
pclubj,Print Club ,1995,Atlus,doesn't work,doesn't work,,game_not_working
pclubjv2,Print Club ,1995,Atlus,doesn't work,doesn't work,,game_not_working
pclubjv4,Print Club ,1996,Atlus,doesn't work,doesn't work,,game_not_working
pclubjv5,Print Club ,1996,Atlus,doesn't work,doesn't work,,game_not_working
peekaboo,Peek-a-Boo!,1993,Jaleco,untested,ok,,
peepshow,Nozokimeguri Mahjong Peep Show ,1989,AC,untested,ok,,
peggle,Peggle ,1991,Strata,untested,ok,,
pegglet,Peggle ,1991,Strata,untested,untested,,
penbros,Penguin Brothers ,2000,Subsino,ok,ok,,"Fine on pi3, but no cocktail mode supported"
pengo,Pengo ,1982,Sega,untested,ok,,
pengo2,Pengo ,1982,Sega,untested,ok,,
pengo2u,Pengo ,1982,Sega,untested,ok,,
pengo3u,Pengo ,1982,Sega,untested,untested,,
pengob,Pengo ,1982,bootleg,untested,untested,,
penta,Penta,1982,bootleg,untested,untested,,
pepper2,Pepper II,1982,Exidy,untested,ok,,
percuss,The Percussor,1981,Orca,untested,ok,,
perestro,Perestroika Girls,1993,Promat,untested,ok,,
perfrman,Performan ,1985,Toaplan Data East Corporation,untested,ok,,
perfrmau,Performan ,1985,Toaplan Data East USA,untested,untested,,
pestplce,Pest Place,1983,bootleg,untested,untested,,
peterpak,Peter Pack-Rat,1984,Atari Games,untested,ok,,
pettanp,Pettan Pyuu ,1984,Sun Electronics,untested,ok,,
pfghtj,Pocket Fighter ,1997,Capcom,ok,ok,,
pgear,Powered Gear: Strategic Variant Armor Equipment ,1994,Capcom,untested,ok,, 
pgearr1,Powered Gear: Strategic Variant Armor Equipment ,1994,Capcom,untested,ok,,
pgm,PGM ,1997,IGS,untested,ok,,
pgoal,Pleasure Goal ,1996,Saurus,untested,ok,neogeo,
phantasm,Phantasm ,1990,Jaleco,untested,ok,,
phantom2,Phantom II,1979,Midway,untested,has issues,,no sound pi3
phantoma,Phantomas,1980,Jeutel,untested,ok,,
phelios,Phelios ,1988,Namco,has issues,ok,,slow music and choppy gameplay
phoenix,Phoenix ,1980,Amstar,untested,ok,,
phoenix3,Phoenix ,1980,bootleg,untested,ok,,
phoenixa,Phoenix ,1980,Amstar,untested,ok,,
phoenixc,Phoenix ,1981,bootleg?,untested,ok,,
phoenixt,Phoenix ,1980,Taito,untested,ok,,
photoy2k,Photo Y2K,1999,IGS,doesn't work,ok,pgm,game_not_working
phozon,Phozon ,1983,Namco,untested,ok,,
pickin,Pickin',1983,Valadon Automation,untested,ok,,
pignewt,Pig Newton ,1983,Sega,untested,has issues,,
pignewta,Pig Newton ,1983,Sega,untested,has issues,,
pigout,Pigout,1990,Leland Corp.,untested,ok,,
pigouta,Pigout ,1990,Leland Corp.,untested,ok,,
pigskin,Pigskin 621AD,1990,Midway,doesn't work,doesn't work,,stuck at volume slider after coin insert
pinbo,Pinbo,1984,Jaleco,untested,ok,,
pinbos,Pinbo ,1984,bootleg?,untested,untested,,
pingpong,Ping Pong,1985,Konami,untested,ok,,
pipedrm,Pipe Dream ,1990,Video System Co.,ok,ok,,
pipedrmj,Pipe Dream ,1990,Video System Co.,untested,ok,,
pipibibi,Pipi & Bibis ,1991,Toaplan Ryouta Kikaku,untested,ok,,
pipibibs,Pipi & Bibis ,1991,Toaplan,untested,ok,,
piranha,Piranha,1981,GL,untested,ok,,
piranhah,Piranha ,1981,hack,untested,ok,,
piranhao,Piranha ,1981,GL,untested,ok,,
pirates,Pirates,1994,NIX,untested,ok,,
piratpet,Pirate Pete,1982,Taito America Corporation,untested,ok,, 
pisces,Pisces,,Subelectro,untested,ok,,
piscesb,Pisces ,,bootleg,untested,ok,,
pistoldm,Pistol Daimyo no Bouken ,1990,Namco,untested,ok,,
pitfall2,Pitfall II,1985,Sega,untested,ok,,
pitfallu,Pitfall II ,1985,Sega,untested,untested,,
pitfigh3,Pit Fighter ,1990,Atari Games,ok,ok,,
pitfighb,Pit Fighter ,1990,Atari Games,untested,untested,,
pitfighj,Pit Fighter ,1990,Atari Games,untested,untested,,
pitfight,Pit Fighter ,1990,Atari Games,untested,ok,,
pitnrun,Pit & Run,1984,Taito Corporation,untested,ok,,
pkladiel,Poker Ladies ,1989,Leprechaun,untested,untested,,
pkladies,Poker Ladies,1989,Mitchell,untested,ok,,
pkunwar,Penguin-Kun Wars ,,UPL,untested,ok,,
pkunwarj,Penguin-Kun Wars ,,UPL,untested,ok,,
platoon,Vs. Platoon,1987,Ocean Software Limited,untested,ok,,
playball,PlayBall! ,1983,Williams,untested,ok,,hiscore does not save
playch10,PlayChoice-10,1986,Nintendo of America,untested,ok,,not a game
plctr13b,Police Trainer ,1996,P&P Marketing,untested,untested,,
pleiadbl,Pleiads ,1981,bootleg,untested,has issues,,inaccurate colours pi3
pleiadce,Pleiads ,1981,Tehkan,untested,has issues,,inaccurate colours pi3
pleiads,Pleiads ,1981,Tehkan,untested,has issues,,inaccurate colours pi3
plgirls,Play Girls,1992,Hot-B.,untested,ok,,
plgirls2,Play Girls 2,1993,Hot-B.,untested,ok,,working
plotting,Plotting ,1989,Taito Corporation Japan,untested,ok,,
plumppop,Plump Pop ,1987,Taito Corporation,untested,ok,,
plusalph,Plus Alpha,1989,Jaleco,untested,ok,,
plygonet,Polygonet Commanders ,1993,Konami,doesn't work,doesn't work,,game_not_working
pnickj,Pnickies ,1994,Compile,ok,ok,,
poitto,Poitto!,1993,Metro,untested,ok,,
polaris,Polaris ,1980,Taito,untested,has issues,,inaccurate sound emulation pi3
polarisa,Polaris ,1980,Taito,untested,has issues,,inaccurate sound emulation pi3
polepos,Pole Position,1982,Namco,untested,has issues,,"boots, no way to apply throttle to car pi3"
polepos1,Pole Position ,1982,Namco,untested,ok,,
polepos2,Pole Position II,1983,Namco,untested,ok,,
poleposa,Pole Position ,1982,Namco,untested,ok,,
poleps2a,Pole Position II ,1983,Namco,untested,ok,,
poleps2b,Pole Position II ,1983,Namco,untested,ok,,
poleps2c,Pole Position II ,1983,Namco,untested,untested,,
policeto,Police Trainer ,1996,P&P Marketing,untested,untested,,
policetr,Police Trainer ,1996,P&P Marketing,untested,untested,,player 2 crosshairs visible even with no player 2 connected
pollux,Pollux ,1991,Dooyong,untested,untested,,
polluxa,Pollux ,1991,Dooyong,untested,untested,,
polyplay,Poly-Play,1985,VEB Polytechnik Karl-Marx-Stadt,untested,ok,,
pompingw,Pomping World ,1989,Mitchell,untested,ok,,
ponchin,Mahjong Pon Chin Kan ,1991,Visco,untested,ok,,"Backup error will occur, but will work with reboot"
ponchina,Mahjong Pon Chin Kan ,1991,Visco,untested,ok,,"Backup error will occur, but will work with reboot"
ponpoko,Ponpoko,1982,Sigma Enterprises Inc.,untested,ok,,
ponpokov,Ponpoko ,1982,Sigma Enterprises Inc.,untested,ok,,
poolshrk,Poolshark,1977,Atari,untested,has issues,,no sound pi3
pootan,Pootan,1982,bootleg,untested,untested,,
pooyan,Pooyan,1982,Konami,ok,ok,,
pooyans,Pooyan ,1982,Konami,untested,untested,,
popbounc,Pop 'n Bounce ,1997,Video System Co.,untested,ok,neogeo,
popeye,Popeye ,1982,Nintendo,untested,ok,,
popeyebl,Popeye ,1982,bootleg,untested,untested,,
popeyef,Popeye ,1982,Nintendo,untested,untested,,
popeyeu,Popeye ,1982,Nintendo,untested,has issues,,
popflama,Pop Flamer ,1982,Jaleco,untested,has issues,,warns about cocktail flipping not working pi3
popflamb,Pop Flamer ,1982,Jaleco,untested,has issues,,
popflame,Pop Flamer ,1982,Jaleco,untested,has issues,,
popnpop,Pop 'N Pop ,1997,Taito Corporation,untested,has issues,,
popnpopj,Pop 'N Pop ,1997,Taito Corporation,untested,ok,,
popnpopu,Pop 'N Pop ,1997,Taito Corporation,untested,has issues,,
popper,Popper,1983,Omori Electric Co.,untested,ok,,
porky,Porky,1985,Shinkai Inc.,untested,has issues,,no sound pi3
portman,Port Man,1982,Nova Games Ltd.,untested,ok,,
portrait,Portraits,1983,Olympia,doesn't work,ok,,game_not_working
potogold,Pot of Gold,1982,GamePlan,untested,ok,,
potopoto,Poto Poto ,1994,Sega,untested,ok,,
poundfor,Pound for Pound ,1990,Irem,untested,ok,,
poundfou,Pound for Pound ,1990,Irem America,untested,untested,,
pow,P.O.W. - Prisoners of War ,1988,SNK,untested,ok,,
powerdrv,Power Drive,1986,Bally Midway,untested,ok,,
powerina,Power Instinct ,1993,Atlus,untested,untested,,
powerins,Power Instinct ,1993,Atlus,untested,ok,,
powj,Datsugoku - Prisoners of War ,1988,SNK,untested,ok,,
powrplay,Power Play,1985,Cinematronics,untested,ok,,
prehisle,Prehistoric Isle in 1930 ,1989,SNK,untested,ok,,
prehislu,Prehistoric Isle in 1930 ,1989,SNK of America,untested,untested,,
preisle2,Prehistoric Isle 2,1999,Yumekobo,untested,ok,neogeo,video lag
prikura,Princess Clara Daisakusen,1996,Atlus,doesn't work,doesn't work,,game_not_working
primella,Primella,1994,Dooyong,untested,ok,,
primglex,Prime Goal EX ,1996,Namco,untested,has issues,,
primrag2,Primal Rage 2,1996,Atari,doesn't work,doesn't work,,Stuck in black screen
primraga,Primal Rage ,1994,Atari Games,untested,has issues,,Slow and sound is quiet
primrage,Primal Rage ,1994,Atari Games,doesn't work,has issues,,Slow and sound is quiet
prmrsocj,Premier Soccer ,1993,Konami,untested,ok,,
prmrsocr,Premier Soccer ,1993,Konami,untested,ok,,
prmtmfgo,Prime Time Fighter ,1993,Taito America Corporation,untested,untested,,
prmtmfgt,Prime Time Fighter ,1993,Taito America Corporation,untested,untested,,
profpac,Professor PacMan,1983,Bally Midway,doesn't work,ok,,game_not_working
progress,Progress,1984,Chuo Co. Ltd,untested,ok,,
propcycl,Prop Cycle ,1996,Namco,untested,has issues,,no sound
prosoccr,Pro Soccer,1983,Data East Corporation,doesn't work,doesn't work,,game_not_working
prosport,Prosport,1983,Data East Corporation,doesn't work,doesn't work,,game_not_working
psailor1,Bishoujo Janshi Pretty Sailor 18-kin ,1994,SPHINX,untested,ok,,Keyboard is necessary to play
psailor2,Bishoujo Janshi Pretty Sailor 2 ,1994,SPHINX,untested,ok,,
psoldier,Perfect Soldiers ,1993,Irem,untested,ok,,
pspikes,Power Spikes ,1991,Video System Co.,untested,ok,,
pspikes2,Power Spikes II,1994,Video System Co.,untested,ok,neogeo,
pspikesk,Power Spikes ,1991,Video System Co.,untested,untested,,
pstadium,Mahjong Panic Stadium ,1990,Nichibutsu,untested,ok,,
psurge,Power Surge,1988,<unknown>,untested,ok,,
psychic5,Psychic 5,1987,Jaleco,untested,ok,,
psychos,Psycho Soldier ,1987,SNK,untested,ok,,
psychosj,Psycho Soldier ,1987,SNK,untested,ok,,
psyforce,Psychic Force ,1995,Taito,doesn't work,doesn't work,,game_not_working
ptblank,Point Blank,1994,Namco,untested,has issues,,"no sound, plays fine"
puchicar,Puchi Carat ,1997,Taito Corporation,untested,has issues,,"slow, net set dial in mame config"
puckman,PuckMan ,1980,Namco,doesn't work,doesn't work,,game_not_working
puckmana,PuckMan ,1980,Namco,untested,ok,,
puckmod,PuckMan ,1981,Namco,untested,ok,,
puckpkmn,Puckman Pockimon,2000,Genie,untested,ok,,
pulirula,PuLiRuLa ,1991,Taito Corporation Japan,untested,has issues,,"playable, graphics glitchy sometimes"
pulirulj,PuLiRuLa ,1991,Taito Corporation,untested,ok,,"playable, graphics glitchy sometimes"
pulsar,Pulsar,1981,Sega,untested,ok,,works in mame2010 with sound if you have samples file
pulstar,Pulstar,1995,Aicom,untested,ok,neogeo,not played extensively but it works. seems a little slow
punchout,Punch-Out!!,1984,Nintendo,untested,ok,,
punisher,The Punisher ,1993,Capcom,ok,ok,,
punishrj,The Punisher ,1993,Capcom,untested,ok,,
punishru,The Punisher ,1993,Capcom,untested,ok,,
punkshot,Punk Shot ,1990,Konami,ok,ok,,qb
punksht2,Punk Shot ,1990,Konami,untested,untested,,
punkshtj,Punk Shot ,1990,Konami,untested,ok,,
pururun,Pururun,1995,Metro,untested,ok,,no sound
pushman,Pushman,1990,Comad,untested,ok,,
puyopuy2,Puyo Puyo 2 ,1994,Compile,ok,ok,,
puyopuya,Puyo Puyo ,1992,Sega,untested,ok,,
puyopuyb,Puyo Puyo ,1992,bootleg,ok,untested,,
puyopuyo,Puyo Puyo ,1992,Sega,ok,ok,,
puyosun,Puyo Puyo Sun,1996,Compile,untested,doesn't work,,game_not_working
puzlclub,Puzzle Club ,1990,Namco,untested,has issues,,
puzldama,Taisen Puzzle-dama ,1994,Konami,untested,ok,,
puzloopj,Puzz Loop ,1998,Mitchell,untested,ok,,
puzloopu,Puzz Loop ,1998,Mitchell,,ok,,
puzzldpr,Puzzle De Pon! R!,1997,Taito,untested,ok,,
puzzledp,Puzzle De Pon!,1995,Taito,untested,ok,neogeo,
puzzli,Puzzli,1995,Metro,untested,has issues,,no sound
puzzloop,Puzz Loop ,1998,Mitchell,untested,has issues,skns,"pi3 - runs a little slow, choppy sound when lots of action on screen"
puzznic,Puzznic ,1989,Taito Corporation,untested,ok,,
pwheelsj,Power Wheels ,1991,Taito Corporation,untested,has issues,,
pwrgoal,Taito Power Goal ,1994,Taito Corporation Japan,untested,has issues,,choppy sound
pwrinst2,Power Instinct 2 ,1994,Atlus,untested,ok,,
pyros,Pyros ,1987,Toaplan Taito America Corporation,untested,ok,,
pzlbowl,Puzzle De Bowling ,1999,Nihon System,untested,ok,,
qad,Quiz & Dragons ,1992,Capcom,ok,ok,,
qadj,Quiz & Dragons ,1994,Capcom,untested,ok,,
qbert,Q*bert ,1982,Gottlieb,ok,ok,,
qbertjp,Q*bert ,1982,Gottlieb,untested,ok,,
qbertqub,Q*bert's Qubes,1983,Mylstar,untested,ok,,
qberttst,Q*bert ,1982,Gottlieb,untested,untested,,
qcrayon,Quiz Crayon Shinchan ,1993,Taito Corporation,untested,ok,,
qcrayon2,Crayon Shinchan Orato Asobo ,1993,Taito Corporation,untested,ok,,
qgakumon,Quiz Gakumon no Susume ,1993,Konami,untested,ok,,
qgh,Quiz Ghost Hunter,1994,Sega,untested,ok,,
qix,Qix ,1981,Taito America Corporation,ok,has issues,,needs reset pi3
qix2,Qix II ,1981,Taito America Corporation,ok,has issues,,needs reset pi3
qixa,Qix ,1981,Taito America Corporation,untested,has issues,,needs reset pi3
qixb,Qix ,1981,Taito America Corporation,untested,has issues,,needs reset pi3
qjinsei,Quiz Jinsei Gekijoh ,1992,Taito Corporation,untested,ok,,
qmhayaku,Quiz-Mahjong Hayaku Yatteyo! ,1991,Nichibutsu,untested,ok,,
qndream,Quiz Nanairo Dreams: Nijiirochou no Kiseki ,1996,Capcom,untested,ok,,
qrouka,Quiz Rouka Ni Tattenasai,1994,Sega,untested,has issues,,The game is slow.
qsangoku,Quiz Sangokushi ,1991,Capcom,untested,ok,,
qsww,Quiz Syukudai wo Wasuremashita,,Sega,doesn't work,doesn't work,,game_not_working
qtheater,Quiz Theater - 3tsu no Monogatari ,1994,Taito Corporation,untested,has issues,,no sound
qtono1,Quiz Tonosama no Yabou ,1991,Capcom,untested,ok,,
qtono2,Quiz Tonosama no Yabou 2 Zenkoku-ban ,1995,Capcom,untested,ok,,
qtorimon,Quiz Torimonochou ,1990,Taito Corporation,untested,ok,,
quantum,Quantum ,1982,Atari,untested,ok,,
quantum1,Quantum ,1982,Atari,untested,untested,,
quantump,Quantum ,1982,Atari,untested,untested,,
quarterb,Quarterback,1987,Leland Corp.,untested,ok,,
quartet,Quartet,1986,Sega,untested,ok,,
quartet2,Quartet 2,1986,Sega,untested,ok,,
quartetj,Quartet ,1986,Sega,untested,ok,,
quarth,Quarth ,1989,Konami,untested,ok,,
quartrba,Quarterback ,1987,Leland Corp.,untested,untested,,
quartt2j,Quartet 2 ,1986,Sega,untested,ok,,
quester,Quester ,1987,Namco,untested,ok,,breakout clone
quiz18k,Miyasu Nonki no Quiz 18-Kin,1992,EIM,untested,ok,,
quiz365,Quiz 365 ,1994,Nakanihon,doesn't work,doesn't work,,game_not_working
quizchq,Quiz Channel Question ,1993,Nakanihon,untested,ok,,
quizchql,Quiz Channel Question ,1993,Nakanihon,untested,untested,,
quizdai2,Quiz Meitantei Neo & Geo - Quiz Daisousa Sen part 2,1992,SNK,untested,ok,neogeo,
quizdais,Quiz Daisousa Sen - The Last Count Down,1991,SNK,untested,ok,neogeo,
